name,dEmin,dEmax,Emean,CSvis,dCSvis,TrigEff,TrigErr,RegEff,RegErr,CS,dCS
641.00000,0.00000,0.00000,641.02000,0.11007,0.00637,1.00000,0.00000,0.22242,0.00831,0.49487,0.03407
650.00000,0.00000,0.00000,649.77000,0.11411,0.01141,1.00000,0.00000,0.21541,0.00857,0.52971,0.05699
675.00000,0.00000,0.00000,674.85000,0.06882,0.00807,0.98000,0.01000,0.21491,0.00879,0.32678,0.04073
700.00000,0.00000,0.00000,700.56000,0.04664,0.00794,0.98000,0.01000,0.19758,0.00801,0.24088,0.04222
725.00000,0.00000,0.00000,724.94000,0.05645,0.00744,0.99000,0.01000,0.18345,0.00714,0.31083,0.04283
750.00000,0.00000,0.00000,749.55000,0.08735,0.00974,0.99000,0.01000,0.18100,0.00645,0.48748,0.05729
775.00000,0.00000,0.00000,774.85000,0.11021,0.01065,0.99000,0.00000,0.16405,0.00537,0.67861,0.06924
800.00000,0.00000,0.00000,800.86000,0.13166,0.01082,0.99000,0.00000,0.15778,0.00424,0.84287,0.07286
825.00000,0.00000,0.00000,825.05000,0.13718,0.01042,0.99000,0.00000,0.14053,0.00355,0.98599,0.07892
840.00000,0.00000,0.00000,839.47000,0.12444,0.01477,0.99000,0.01000,0.13410,0.00330,0.93733,0.11403
850.00000,0.00000,0.00000,846.81000,0.04994,0.00770,0.99000,0.01000,0.13561,0.00327,0.37201,0.05814
860.00000,0.00000,0.00000,857.23000,0.03314,0.00615,0.95000,0.03000,0.12866,0.00315,0.27115,0.05145
870.00000,0.00000,0.00000,867.15000,0.02070,0.00519,0.97000,0.02000,0.12105,0.00314,0.17632,0.04460
900.00000,17.01000,15.74000,893.98000,0.00899,0.00176,0.94000,0.03000,0.10865,0.00364,0.08806,0.01773
935.00000,10.17000,6.99000,930.13000,0.00737,0.00151,0.96000,0.02000,0.08530,0.00395,0.09004,0.01894
938.00000,0.72000,0.61000,938.14000,0.00559,0.00124,0.98000,0.01000,0.07627,0.00387,0.07473,0.01698
940.00000,0.60000,0.50000,940.06000,0.00402,0.00150,0.96000,0.02000,0.07510,0.00387,0.05578,0.02108
960.00000,15.52000,13.84000,957.40000,0.00654,0.00130,0.96000,0.02000,0.06538,0.00394,0.10419,0.02172
990.00000,14.54000,6.81000,996.50000,0.00307,0.00102,0.99000,0.01000,0.05011,0.00410,0.06196,0.02117
